"","ID","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","comment","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res","prev","x_new","y_new","cor"
"564",948,"139",22,21,"du","Wachenbuchen","Hanau","Hessen-Nassau","j","j","j","j",NA,"detected","","",489644.46830139,5557286.68884077,"detected","",489644.4683,5557286.689,""
"565",949,"139",22,25,"cl","Langendiebach","Hanau","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",498478.664985607,5556776.49857525,"detected","",498478.665,5556776.499,""
"40",950,"139",23,1,"cl","Langen-Bergheim","Büdingen","Hessen","j","j","j","j",NA,"not detected","Langenbergheim","",499857.364543195,5564715.13525225,"detected","",499857.3645,5564715.135,""
"41",951,"139",23,4,"bd","Hain-Gründau","Büdingen","Hessen","j",NA,NA,NA,NA,"not detected","Haingründau","",510075.591188005,5565569.72195816,"detected","",510075.5912,5565569.722,""
"566",952,"139",23,5,"dl","Gettenbach","Gelnhausen","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",511053.759913555,5564960.12371437,"detected","",511053.7599,5564960.124,""
"567",953,"139",23,7,"ao","Altwiedermus","Büdingen","Hessen","j","j","j",NA,NA,"detected","","",503737.009791845,5564772.0414337,"detected","",503737.0098,5564772.041,""
"568",954,"139",23,19,"al","Rothenbergen","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",508007.671123781,5560851.7884444,"detected","",508007.6711,5560851.788,""
"569",955,"139",23,22,"al","Langenselbold","Hanau","Hessen-Nassau","j","j","j","j",NA,"detected","","",502592.070164186,5558066.6908369,"detected","",502592.0702,5558066.691,""
"570",956,"139",24,8,"do","Wirtheim","Gelnhausen","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",518640.104644173,5563380.17521379,"detected","",518640.1046,5563380.175,""
"571",957,"139",24,22,"c","Geislitz","Gelnhausen","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",515275.011827681,5557709.91818478,"detected","",515275.0118,5557709.918,""
"572",958,"139",24,24,"a","Lanzingen","Gelnhausen","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",520085.360886142,5558470.84932083,"detected","",520085.3609,5558470.849,""
"1213",959,"139",25,3,"cd","Fischbach","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",458898.8203,5555511.501,"found"
"1258",960,"139",25,5,"cd","Neuenhain","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name","prev. not unique",464368.4967,5556117.053,"found"
"573",961,"139",25,6,"d","Bremthal","Main-Taunuskreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",454081.164477061,5554438.87255513,"detected","",454081.1645,5554438.873,""
"574",962,"139",25,13,"cr","Lorsbach","Main-Taunuskreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",458627.642282235,5551866.47292316,"detected","",458627.6423,5551866.473,""
"575",963,"139",25,15,"co","Niederhofheim","Main-Taunuskreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",462349.123082563,5552394.8838221,"detected","",462349.1231,5552394.884,""
"1214",964,"139",25,16,"c","Medenbach","Main-Taunuskreis","Hessen-Nassau","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected","",452822.6183,5551114.025,"found"
"1259",965,"139",25,24,"cl","Hofheim","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name","prev. not unique",999,999,"not found (betw. Frankfurt, Wiesbaden)"
"576",966,"139",26,7,"br","Eschborn","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",469423.108643769,5554328.85239638,"detected","",469423.1086,5554328.852,""
"1268",967,"139",26,11,"bo","Sulzbach","Unterlahnkreis","Hessen-Nassau",NA,"j",NA,NA,NA,"detected","","",999,999,"not an unique name","prev. not unique",999,999,"not found (Think this is a wrong data point as the former district â€œunterlahnâ€ has no intersection with quadrant 139)"
"1081",968,"139",26,12,"d","Frankfurt-Sossenheim","Frankfurt a. M.","Hessen-Nassau","j","j","j",NA,NA,"not detected","Frankfurt a. M. - Gossenheim","",999,999,"not detected","",999,999,""
"1215",969,"139",27,4,"dr","Bischofsheim","Hanau","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",486132.9853,5555415.588,"found"
"577",970,"139",27,14,"bo","Rumpenheim","Offenbach","Hessen","j",NA,NA,NA,NA,"detected","","",485598.216958738,5553159.89010216,"detected","",485598.217,5553159.89,""
"1082",971,"139",28,18,"ao","Klein-Steinheim","Offenbach","Hessen","j","j","j","j",NA,"not detected","Klein Steinheim","",999,999,"not detected","",999,999,""
"42",972,"139",28,18,"du","Klein-Auheim","Offenbach","Hessen","j","j","j","j",NA,"not detected","Klein Auheim","",494793.304600715,5549585.01414798,"detected","",494793.3046,5549585.014,""
"1083",973,"139",28,19,"cl","Großauheim","Offenbach","Hessen","j","j","j","j",NA,"not detected","Groß Auheim","",999,999,"not detected","",999,999,""
"1084",974,"139",28,21,"bl","Lämmerspiel","Offenbach","Hessen",NA,"j","j","j",NA,"not detected","Lämmerspiel","Mühlheim am Main",999,999,"not detected","",999,999,""
"1085",975,"139",29,3,"bl","Neuenhaßlau ","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"not detected","Neuenhaßlau","Hasselroth",999,999,"not detected","",999,999,""
"578",976,"139",29,6,"b","Niederrodenbach","Hanau","Hessen-Nassau","j","j","j","j",NA,"detected","","",501907.91266744,5554297.14142014,"detected","",501907.9127,5554297.141,""
"579",977,"139",29,9,"c","Somborn","Gelnhausen","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",508031.744291654,5554347.32256912,"detected","",508031.7443,5554347.323,""
"743",978,"139",29,14,"cu","Albstadt","BA. Alzenau","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",508164.363574227,5551734.62264913,"detected","",508164.3636,5551734.623,""
"820",979,"139",29,22,"du","Alzenau","BA. Alzenau","RegBez. Unterfranken (Bayern)","j","j","j",NA,NA,"detected","","",505265.248444918,5548228.5969274,"detected","",505265.2484,5548228.597,""
"1086",980,"139",30,1,"bl","Großenhausen ","Gelnhausen","Hessen-Nassau","j","j",NA,NA,NA,"not detected","Großenhausen","Linsengericht",999,999,"not detected","",999,999,""
"1216",981,"139",30,5,"ad","Bieber","Gelnhausen","Hessen-Nassau","j",NA,NA,"j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",523378.9158,5556416.16,"found"
"744",982,"139",30,11,"dr","Geiselbach","BA. Alzenau","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",514189.788758649,5552247.58316396,"detected","",514189.7888,5552247.583,""
"767",983,"139",30,13,"al","Huckelheim","BA. Alzenau","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",517275.997552437,5552857.09583036,"detected","",517275.9976,5552857.096,""
"580",984,"139",31,2,"al","Breckenheim","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",455024.098314441,5547603.5633265,"detected","",455024.0983,5547603.563,""
"581",985,"139",31,6,"a","Nordenstadt","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",452992.054532755,5545986.50707193,"detected","",452992.0545,5545986.507,""
"1260",986,"139",31,7,"al","Wallau","Main-Taunuskreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",999,999,"not an unique name","prev. not unique",455050.7665,5545668.587,"found"
"582",987,"139",31,11,"bo","Delkenheim","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",454292.332658237,5544029.36592185,"detected","",454292.3327,5544029.366,""
"1217",988,"139",31,12,"dl","Massenheim","Main-Taunuskreis","Hessen-Nassau",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",456142.3148,5543480.163,"found"
"583",989,"139",31,19,"cu","Raunheim","Groß Gerau","Hessen","j","j","j","j",NA,"detected","","",460788.99932102,5540453.086988,"detected","",460788.9993,5540453.087,""
"798",990,"139",31,21,"ab","Hochheim","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",451879.993419915,5499819.43691929,"detected","",999,999,"false detected"
"1087",991,"139",32,1,"ab","Frankfurt-Sindlingen","Frankfurt a. M.","Hessen-Nassau","j","j",NA,NA,NA,"not detected","Frankfurt a. M. -Sindlingen","",999,999,"not detected","",999,999,""
"584",992,"139",32,1,"dr","Kelsterbach","Groß Gerau","Hessen","j","j","j","j",NA,"detected","","",466473.979036214,5545562.54567726,"detected","",466473.979,5545562.546,""
"585",993,"139",32,23,"cl","Walldorf","Groß Gerau","Hessen","j",NA,NA,NA,NA,"detected","","",469291.917909188,5538929.92064359,"detected","",469291.9179,5538929.921,""
"586",994,"139",33,21,"bo","Sprendlingen","Offenbach","Hessen","j","j","j","j",NA,"detected","","",478192.072486955,5540520.7575275,"detected","",478192.0725,5540520.758,""
"587",995,"139",33,22,"cu","Dreieichenhain","Offenbach","Hessen","j","j","j",NA,NA,"detected","","",479561.285426553,5538858.68533291,"detected","",479561.2854,5538858.685,""
"588",996,"139",33,24,"ac","Dietzenbach","Offenbach","Hessen","j","j","j","j",NA,"detected","","",484021.332319076,5539688.54367432,"detected","",484021.3323,5539688.544,""
"1218",997,"139",34,4,"al","Hainstadt","Offenbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",495836.1356,5547827.355,"found"
"43",998,"139",34,4,"bu","Klein-Krotzenburg","Offenbach","Hessen","j","j","j","j",NA,"not detected","Klein Krotzenburg","",497817.601954135,5547081.2313443,"detected","",497817.602,5547081.231,""
"1088",999,"139",34,5,"al","Großkrotzenburg","Hanau","Hessen-Nassau","j","j","j","j",NA,"not detected","Groß Krotzenburg","",999,999,"not detected","",999,999,""
"589",1000,"139",34,8,"dr","Froschhausen","Offenbach","Hessen","j","j","j","j",NA,"detected","","",495332.610659709,5544714.56363827,"detected","",495332.6107,5544714.564,""
"590",1001,"139",34,11,"bl","Rembrücken","Offenbach","Hessen","j","j","j","j",NA,"detected","","",489468.253229014,5543966.82966565,"detected","",489468.2532,5543966.83,""
"591",1002,"139",34,14,"bd","Seligenstadt","Offenbach","Hessen","j","j","j","j",NA,"detected","","",498138.376543691,5543578.75906775,"detected","",498138.3765,5543578.759,""
"592",1003,"139",34,17,"ad","Jügesheim","Offenbach","Hessen","j","j","j","j",NA,"detected","","",491254.098692322,5541484.1755303,"detected","",491254.0987,5541484.176,""
"593",1004,"139",34,25,"ar","Zellhausen","Offenbach","Hessen","j","j","j","j",NA,"detected","","",499491.353770311,5540632.05231629,"detected","",499491.3538,5540632.052,""
"1089",1005,"139",35,11,"a","Großwelzheim ","BA. Alzenau","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,"not detected","Großwelzheim","Karlstein am Main",999,999,"not detected","",999,999,""
"594",1006,"139",35,16,"bo","Mainflingen","Offenbach","Hessen","j",NA,NA,NA,NA,"detected","","",501862.11072157,5542177.82420915,"detected","",501862.1107,5542177.824,""
"768",1007,"139",35,22,"du","Kleinostheim","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)",NA,NA,"j","j",NA,"detected","","",504572.169557068,5538855.02202879,"detected","",504572.1696,5538855.022,""
"821",1008,"139",36,2,"al","Krombach","BA. Alzenau","BegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",514755.726924603,5549224.82088195,"detected","",514755.7269,5549224.821,""
"919",1009,"139",36,18,"ad","Sailauf","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",518316.478632649,5541230.39154052,"detected","",518316.4786,5541230.392,""
"907",1010,"139",36,21,"cr","Goldbach","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,"detected","","",513079.617237337,5538491.00135333,"detected","",513079.6172,5538491.001,""
"920",1011,"139",36,21,"dr","Hösbach","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,"detected","","",514425.350216274,5539105.97290861,"detected","",514425.3502,5539105.973,""
"595",1012,"140",1,1,"co","Grebenhain","Lauterbach","Hessen","j",NA,NA,NA,NA,"detected","","",523877.497384351,5593067.49079867,"detected","",523877.4974,5593067.491,""
"1219",1013,"140",1,4,"co","Jossa","Fulda","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",531992.6975,5593110.523,"found"
"44",1014,"140",1,11,"bd","Ober-Moos","Lauterbach","Hessen","j","j","j","j",NA,"not detected","Ober Moos","",526179.504617944,5589486.79742329,"detected","",526179.5046,5589486.797,""
"596",1015,"140",1,13,"al","Gunzenau","Lauterbach","Hessen","j","j",NA,NA,NA,"detected","","",528612.434712052,5589844.14310686,"detected","",528612.4347,5589844.143,""
"1090",1016,"140",1,13,"bl","Reichlos ","Lauterbach","Hessen","j","j","j",NA,NA,"not detected","Reichlos","Freiensteinau",999,999,"not detected","",999,999,""
"597",1017,"140",1,19,"cl","Reinhards","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"detected","","",531606.213889604,5587759.62043121,"detected","",531606.2139,5587759.62,""
"598",1018,"140",1,23,"cl","Freiensteinau","Lauterbach","Hessen","j",NA,NA,NA,NA,"detected","","",528590.924768231,5585952.17229339,"detected","",528590.9248,5585952.172,""
"599",1019,"140",2,24,"bu","Mittelkalbach","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",545548.492654194,5585837.70779375,"detected","",545548.4927,5585837.708,""
"600",1020,"140",3,1,"b","Eichenzell","Fulda","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",549517.18347774,5593668.66790043,"detected","",549517.1835,5593668.668,""
"601",1021,"140",3,7,"bl","Welkers","Fulda","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",551104.785997723,5592349.39952627,"detected","",551104.786,5592349.4,""
"602",1022,"140",3,15,"c","Hettenhausen","Fulda","Hessen-Nassau","j","j","j",NA,NA,"detected","","",557747.221512318,5589026.26267048,"detected","",557747.2215,5589026.263,""
"603",1023,"140",3,25,"cr","Dalherda","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",558573.125177222,5585621.39130078,"detected","",558573.1252,5585621.391,""
"1091",1024,"140",4,1,"dr","Poppenhausen ","Fulda","Hessen-Nassau","j","j","j",NA,NA,"not detected","Poppenhausen","Wasserkuppe",999,999,"not detected","",999,999,""
"604",1025,"140",4,13,"dr","Sandberg","Fulda","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",566830.811249628,5589978.70906046,"detected","",566830.8112,5589978.709,""
"605",1026,"140",4,23,"a","Rengersfeld","Fulda","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",564890.189947695,5586718.34122232,"detected","",564890.1899,5586718.341,""
"1220",1027,"140",7,1,"d","Radmühl","Lauterbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",525866.9274,5583736.468,"found"
"606",1028,"140",7,8,"bd","Ürzell","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"detected","","",530722.713534993,5582161.25684498,"detected","",530722.7135,5582161.257,""
"607",1029,"140",7,17,"dr","Sarrod","Schlüchtern","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",528335.996772283,5577844.70141641,"detected","",528335.9968,5577844.701,""
"608",1030,"140",8,1,"dr","Höf und Haid","Fulda","Hessen-Nassau","j","j","j","j",NA,"detected","","",537665.628847193,5583484.93044372,"detected","",537665.6288,5583484.93,""
"609",1031,"140",8,10,"a","Eichenried","Fulda","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",546277.746137879,5582875.01826992,"detected","",546277.7461,5582875.018,""
"610",1032,"140",8,17,"bl","Elm","Schlüchtern","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",539654.053737739,5578951.51262165,"detected","",539654.0537,5578951.513,""
"611",1033,"140",8,22,"b","Herolz","Schlüchtern","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",539480.564270825,5577415.70216904,"detected","",539480.5643,5577415.702,""
"612",1034,"140",8,23,"do","Vollmerz","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"detected","","",542482.695802962,5576593.84090965,"detected","",542482.6958,5576593.841,""
"769",1035,"140",9,13,"d","Kothen","BA. Brückenau","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",554500.59622636,5580251.2069324,"detected","",554500.5962,5580251.207,""
"613",1036,"140",9,22,"cu","Oberzell","Schlüchtern","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",550680.727690804,5575876.43200852,"detected","",550680.7277,5575876.432,""
"45",1037,"140",13,1,"bl","Katholisch-Willenroth","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"not detected","Katholisch Willenroth","",525042.181656714,5574803.64070744,"detected","",525042.1817,5574803.641,""
"614",1038,"140",13,14,"ad","Seidenroth","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"detected","","",532371.521355386,5570584.61905326,"detected","",532371.5214,5570584.619,""
"615",1039,"140",13,18,"dl","Alsberg","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",530573.618347801,5568561.36096613,"detected","",530573.6183,5568561.361,""
"1092",1040,"140",14,1,"al","Niederzell ","Schlüchtern","Hessen-Nassau","j","j","j",NA,NA,"not detected","Niederzell","Schlüchtern",999,999,"not detected","",999,999,""
"616",1041,"140",14,8,"bd","Weiperz","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"detected","","",542291.906599752,5572856.10221815,"detected","",542291.9066,5572856.102,""
"617",1042,"140",14,18,"dr","Neuengronau","Schlüchtern","Hessen-Nassau","j","j","j",NA,NA,"detected","","",543036.643378065,5568836.78836731,"detected","",543036.6434,5568836.788,""
"1093",1043,"140",14,21,"ac","Marjoß ","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"not detected","Marjoß","Steinau",999,999,"not detected","",999,999,""
"618",1044,"140",15,6,"a","Weichersbach","Schlüchtern","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",547599.974149693,5573368.12974822,"detected","",547599.9741,5573368.13,""
"619",1045,"140",15,6,"cu","Schwarzenfels","Schlüchtern","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",548259.259124528,5572128.67015964,"detected","",548259.2591,5572128.67,""
"620",1046,"140",15,7,"br","Züntersbach","Schlüchtern","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",551971.104400463,5573487.01905421,"detected","",551971.1044,5573487.019,""
"770",1047,"140",15,21,"a","Zeitlofs","BA. Brückenau","BegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",547963.69783004,5567789.28089615,"detected","",547963.6978,5567789.281,""
"621",1048,"140",19,5,"co","Mernes","Gelnhausen","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",534071.904182946,5565391.40899166,"detected","",534071.9042,5565391.409,""
"1094",1049,"140",19,15,"c","Burgjoß ","Gelnhausen","Hessen-Nassau",NA,NA,NA,"j",NA,"not detected","Burgjoß","Jossgrund",999,999,"not detected","",999,999,""
"1221",1050,"140",20,3,"dl","Jossa","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",541980.4857,5565403.515,"found"
"622",1051,"140",25,13,"ao","Flörsbach","Gelnhausen","Hessen-Nassau","j","j","j",NA,NA,"detected","","",529740.011165911,5553189.98116207,"detected","",529740.0112,5553189.981,""
"771",1052,"140",25,16,"br","Wiesen","BA. Lohr","RegBez. Unterfranken (Bayern)","j",NA,NA,NA,NA,"detected","","",526083.602874025,5551091.61619635,"detected","",526083.6029,5551091.616,""
"1095",1053,"151",1,1,"do","Bischofsheim","Mainz","Hessen","j","j","j","j",NA,"not detected","Mainz-Bischofsheim","",999,999,"not an unique name","prev. not unique",453736.0691,5537651.726,"found"
"623",1054,"151",1,3,"a","Rüsselsheim","Groß Gerau","Hessen","j","j","j","j",NA,"detected","","",457747.830913463,5538219.04087895,"detected","",457747.8309,5538219.041,""
"624",1055,"151",1,4,"cu","Haßloch","Groß Gerau","Hessen","j",NA,NA,NA,NA,"detected","","",461137.936318841,5537192.6900996,"detected","",461137.9363,5537192.69,""
"1096",1056,"151",1,11,"a","Ginsheim-Gustavsburg","Mainz","Hessen","j","j","j","j",NA,"not detected","Mainz-Ginsheim","",999,999,"not detected","",999,999,""
"625",1057,"151",1,12,"au","Bauschheim","Groß Gerau","Hessen",NA,"j","j","j",NA,"detected","","",455479.49857027,5534367.96274165,"detected","",455479.4986,5534367.963,""
"626",1058,"151",1,22,"ao","Astheim","Groß Gerau","Hessen","j","j",NA,NA,NA,"detected","","",455612.857287433,5531409.2033671,"detected","",455612.8573,5531409.203,""
"627",1059,"151",1,23,"co","Trebur","Groß Gerau","Hessen","j","j","j","j",NA,"detected","","",457607.041725884,5530370.15848254,"detected","",457607.0417,5530370.158,""
"628",1060,"151",2,14,"d","Erzhausen","Darmstadt","Hessen","j","j","j","j",NA,"detected","","",473771.492442991,5533157.7919615,"detected","",473771.4924,5533157.792,""
"46",1061,"151",2,21,"cu","Klein-Gerau","Groß Gerau","Hessen","j","j","j","j",NA,"not detected","Klein Gerau","",465498.181899044,5529602.11143369,"detected","",465498.1819,5529602.111,""
"629",1062,"151",2,23,"a","Schneppenhausen","Darmstadt","Hessen","j","j","j","j",NA,"detected","","",469833.725319436,5530765.72528563,"detected","",469833.7253,5530765.725,""
"1097",1063,"151",3,1,"co","Langen ","Offenbach","Hessen","j","j","j","j",NA,"not detected","Langen","Offenbach",999,999,"not detected","",999,999,""
"630",1064,"151",3,6,"cl","Egelsbach","Offenbach","Hessen","j","j","j","j",NA,"detected","","",476054.159909637,5535048.40221654,"detected","",476054.1599,5535048.402,""
"631",1065,"151",3,8,"a","Offenthal","Offenbach","Hessen","j",NA,NA,NA,NA,"detected","","",481767.249082933,5536360.17250841,"detected","",481767.2491,5536360.173,""
"632",1066,"151",3,9,"d","Urberach","Dieburg","Hessen","j","j","j","j",NA,"detected","","",485328.316224375,5535504.24598826,"detected","",485328.3162,5535504.246,""
"47",1067,"151",3,10,"ar","Ober-Roden","Dieburg","Hessen","j","j","j","j",NA,"not detected","Ober Roden","",487674.709877014,5536154.3321523,"detected","",487674.7099,5536154.332,""
"633",1068,"151",3,18,"co","Messel","Darmstadt","Hessen","j","j","j","j",NA,"detected","","",481356.971169571,5531769.64549159,"detected","",481356.9712,5531769.645,""
"48",1069,"151",4,2,"ao","Nieder-Roden","Dieburg","Hessen","j",NA,NA,NA,NA,"not detected","Nieder Roden","",490295.11220124,5537994.616178,"detected","",490295.1122,5537994.616,""
"634",1070,"151",4,13,"du","Sickenhofen","Dieburg","Hessen","j",NA,NA,NA,NA,"detected","","",494920.668828452,5533029.42703071,"detected","",494920.6688,5533029.427,""
"635",1071,"151",4,14,"a","Babenhausen","Dieburg","Hessen","j","j","j","j",NA,"detected","","",496715.081982783,5534440.06325597,"detected","",496715.082,5534440.063,""
"1222",1072,"151",4,18,"co","Hergershausen","Dieburg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",493678.2637,5531952.265,"found"
"1223",1073,"151",4,21,"b","Münster","Dieburg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",489591.5375,5530001.797,"found"
"636",1074,"151",4,23,"a","Harpertshausen","Dieburg","Hessen","j","j","j","j",NA,"detected","","",493848.735334605,5530428.85405228,"detected","",493848.7353,5530428.854,""
"747",1075,"151",5,7,"b","Stockstadt am Main","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,"not detected","Stockstadt","",504595.802925033,5536364.51022929,"detected","",504595.8029,5536364.51,""
"881",1076,"151",5,10,"a","Aschaffenburg",NA,"RegBez. Unterfranken (Bayern)","j","j","j","j","Kreis nicht angegeben, vermutlich aber Aschaffenburg","detected","","",510547.887247648,5535761.39726293,"detected","",510547.8872,5535761.397,""
"637",1077,"151",5,21,"c","Schaafheim","Dieburg","Hessen","j",NA,NA,NA,NA,"detected","","",500545.557252745,5529891.68256272,"detected","",500545.5573,5529891.683,""
"890",1078,"151",6,11,"cl","Schweinheim","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",511504.478330304,5534406.91360131,"detected","",511504.4783,5534406.914,""
"927",1079,"151",6,12,"ao","Haibach","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",514723.466361536,5534926.22743477,"detected","",514723.4664,5534926.227,""
"638",1080,"151",7,4,"co","Wallerstädten","Groß Gerau","Hessen",NA,"j","j","j",NA,"detected","","",460584.501268237,5528201.56851387,"detected","",460584.5013,5528201.569,""
"639",1081,"151",7,5,"cu","Berkach","Groß Gerau","Hessen","j",NA,NA,NA,NA,"detected","","",462734.268294868,5527541.35696572,"detected","",462734.2683,5527541.357,""
"772",1082,"151",7,11,"au","Nierstein","Oppenheim","Hessen","j",NA,NA,NA,NA,"detected","","",452143.871050927,5523866.93274463,"detected","",452143.8711,5523866.933,""
"1224",1083,"151",7,15,"a","Dornheim","Groß Gerau","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",462775.2667,5525161.672,"found (two entries in Wenker but with same location, differ only in â€œextr_bgâ€)"
"773",1084,"151",7,16,"d","Oppenheim","Oppenheim","Hessen","j","j","j","j",NA,"detected","","",453790.251832422,5522251.43548138,"detected","",453790.2518,5522251.435,""
"640",1085,"151",7,19,"co","Leeheim","Groß Gerau","Hessen","j",NA,NA,NA,NA,"detected","","",460122.140297703,5522979.16394872,"detected","",460122.1403,5522979.164,""
"799",1086,"151",7,21,"dl","Dienheim","Oppenheim","Hessen","j","j","j","j",NA,"detected","","",453298.489274002,5521088.19329322,"detected","",453298.4893,5521088.193,""
"641",1087,"151",7,24,"d","Erfelden","Groß Gerau","Hessen","j","j",NA,NA,NA,"detected","","",461908.511269893,5520453.42455706,"detected","",461908.5113,5520453.425,""
"642",1088,"151",8,1,"c","Büttelborn","Groß Gerau","Hessen","j",NA,NA,NA,NA,"detected","","",464969.933244156,5527859.8938053,"detected","",464969.9332,5527859.894,""
"1098",1089,"151",8,20,"au","Darmstadt-Bessungen ","Darmstadt","Hessen","j","j","j","j",NA,"not detected","Darmstadt-Bessungen","",999,999,"not detected","",999,999,""
"643",1090,"151",8,21,"cl","Goddelau","Groß Gerau","Hessen","j","j","j","j",NA,"detected","","",463843.069570603,5520462.34079474,"detected","",463843.0696,5520462.341,""
"644",1091,"151",9,14,"cr","Gundernhausen","Dieburg","Hessen","j","j","j","j",NA,"detected","","",484751.851097228,5524398.58867004,"detected","",484751.8511,5524398.589,""
"1099",1092,"151",9,18,"do","Roßdorf ","Darmstadt","Hessen","j","j","j","j",NA,"not detected","Roßdorf","Darmstadt-Dieburg",999,999,"not detected","",999,999,""
"645",1093,"151",9,22,"cl","Traisa","Darmstadt","Hessen","j","j","j","j",NA,"detected","","",478274.892554597,5520206.97908184,"detected","",478274.8926,5520206.979,""
"1100",1094,"151",9,24,"au","Zeilhard ","Dieburg","Hessen","j","j","j","j",NA,"not detected","Zeilhard","Reinheim",999,999,"not detected","",999,999,""
"646",1095,"151",9,24,"b","Georgenhausen","Dieburg","Hessen","j",NA,NA,NA,NA,"detected","","",485641.685014713,5521249.67747095,"detected","",485641.685,5521249.677,""
"1225",1096,"151",10,4,"br","Schlierbach","Dieburg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",497996.8454,5528858.026,"found"
