ID,Quadrant,Teilquadrant,Ortsnummer,Ortsbuchstaben,Ortsname,Kreis,Land,I,II,III,IV,comment,RES_1st_run,Ortsname_old,Stadt.oder.Gemeinde.oder.Landkreis,x,y,res,prev,x_new,y_new,cor,cor.Lvl.4,final_check
539,126,6,23,b,Wolfsburg-Unkeroda,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,589117.563,5643440.425,detected,,589117.563,5643440.425,,,999
530,126,5,17,do,Berka,Eisenach,Th<fc>ringen,NA,NA,NA,j,NA,not detected,Berka,Werra-Suhl-Tal,99999,99999,not detected,NANA,575465.41,5643822.91,f,,999
538,126,6,17,d,F<f6>rtha,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,587009.0439,5643860.645,detected,,587009.0439,5643860.645,,,999
518,126,1,19,b,H<fc>lsa,Fritzlar-Homberg,Hessen-Nassau,j,j,j,j,NA,detected,,,532329.3776,5643931.857,detected,,532329.3776,5643931.857,,,999
329,125,4,15,c,Schiffelbach,Marburg,Hessen-Nassau,j,j,NA,NA,NA,detected,,,499515.3096,5644264.746,detected,,499515.3096,5644264.746,,,999
319,125,1,14,c,Puderbach,Wittgenstein,Westfalen,j,j,j,j,NA,detected,,,461027.7871,5644355.655,detected,,461027.7871,5644355.655,,,999
529,126,5,17,ao,Obersuhl,Rotenburg,Hessen-Nassau,j,j,j,j,NA,detected,,,572288.4754,5644757.788,detected,,572288.4754,5644757.788,,,999
537,126,6,11,cr,Oberellen,Eisenach,Th<fc>ringen,NA,NA,NA,j,NA,detected,,,583184.5068,5644832.266,detected,,583184.5068,5644832.266,,,999
523,126,3,14,dr,Weiterode,Rotenburg,Hessen-Nassau,NA,NA,j,j,NA,detected,,,557018.0047,5645167.824,detected,,557018.0047,5645167.824,,,999
334,125,5,13,b,Sebbeterode,Ziegenhain,Hessen-Nassau,j,j,j,j,NA,detected,,,507114.2438,5645414.998,detected,,507114.2438,5645414.998,,,999
337,125,6,15,ao,Spieskappel,Ziegenhain,Hessen-Nassau,NA,NA,j,j,NA,detected,,,522436.7481,5645814.554,detected,,522436.7481,5645814.554,,,999
323,125,2,13,ao,Eifa,Biedenkopf,Hessen-Nassau,NA,j,NA,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,470646.0285,5645826.893,found,,999
318,125,1,11,a,Holzhausen,Wittgenstein,Westfalen,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,454043,5645967,false detected 2nd,found,handsome corrected
332,125,5,7,cu,Moischeid,Ziegenhain,Hessen-Nassau,j,j,j,j,NA,detected,,,503454.837,5646089.604,detected,,503454.837,5646089.604,,,999
520,126,2,14,bo,Beenhausen,Rotenburg,Hessen-Nassau,NA,NA,NA,j,NA,detected,,,544239.7244,5646143.937,detected,,544239.7244,5646143.937,,,999
528,126,5,8,c,Gerstungen,Eisenach,Th<fc>ringen,j,j,NA,j,NA,detected,,,574866.081,5646273.642,detected,,574866.081,5646273.642,,,999
526,126,4,8,c,Machtlos,Rotenburg,Hessen-Nassau,NA,NA,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,564157.2185,5646686.011,found,,999
516,126,1,9,d,V<f6>lkershain,Fritzlar-Homberg,Hessen-Nassau,j,j,j,NA,NA,detected,,,533449.5517,5646708.015,detected,,533449.5517,5646708.015,,,999
328,125,4,9,d,Gem<fc>nden,Frankenberg,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,999,999,not an unique name,prev. not unique,497858.5394,5646711.633,found,,999
325,125,3,6,c,Wollmar,Marburg,Hessen-Nassau,j,j,j,j,NA,detected,,,477693.5355,5646714.751,detected,,477693.5355,5646714.751,,,999
333,125,5,9,b,Hundshausen,Fritzlar-Homberg,Hessen-Nassau,j,j,NA,NA,NA,detected,,,509927.0117,5647210.001,detected,,509927.0117,5647210.001,,,999
627,126,29,5,cl,Fischbach,Eisenach,Th<fc>ringen,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,595724.2915,5647251.187,found,,999
522,126,3,7,a,M<fc>ndershausen,Rotenburg,Hessen-Nassau,NA,NA,j,j,NA,detected,,,549947.4018,5647786.162,detected,,549947.4018,5647786.162,,,999
536,126,6,10,ad,Eisenach,Eisenach,Th<fc>ringen,NA,NA,NA,j,NA,detected,,,593052.2448,5647814.261,detected,,593052.2448,5647814.261,,,999
327,125,4,3,c,Lehnhausen,Frankenberg,Hessen-Nassau,j,j,j,j,NA,detected,,,494441.0392,5648404.467,detected,,494441.0392,5648404.467,,,999
322,125,2,3,d,Holzhausen,Biedenkopf,Hessen-Nassau,j,j,j,j,NA,not detected,Holzhausen,Hatzfeld,99999,99999,not detected,NANA,472024.4,5648692.48,f,,999
336,125,6,3,d,Neuenhain,Fritzlar-Homberg,Hessen-Nassau,j,j,j,j,NA,detected,,,999,999,not an unique name,prev. not unique,517981.29,5648982.95,not found (maybe “Neuenhain (neuental)”),found,999
525,126,4,4,d,S<fc><df>,Rotenburg,Hessen-Nassau,NA,NA,j,j,NA,not detected,S<fc><df>,Nentershausen,99999,99999,not detected,NANA,568242.44,5649008.27,f,,999
331,125,5,3,ad,Densberg,Fritzlar-Homberg,Hessen-Nassau,j,j,j,NA,NA,detected,,,506547.8361,5649028.364,detected,,506547.8361,5649028.364,,,999
519,126,2,1,br,Nenterode,Rotenburg,Hessen-Nassau,j,NA,NA,NA,NA,not detected,Nenterode,Kn<fc>llwald,99999,99999,not detected,NANA,537419.02,5649030.99,f,,999
515,126,1,1,b,Wernswig,Fritzlar-Homberg,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,525403.2708,5649498.038,detected,,525403.2708,5649498.038,,,999
535,126,6,3,ad,Stedtfeld,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,588280.8093,5649643.859,detected,,588280.8093,5649643.859,,,999
527,126,5,5,a,Lauchr<f6>den,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,581259.5867,5649740.155,detected,,581259.5867,5649740.155,,,999
533,126,6,1,b,G<f6>ringen,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,583601.3206,5649910.938,detected,,583601.3206,5649910.938,,,999
93,111,34,24,c,Gr<fc>sen,Frankenberg,Hessen-Nassau,j,j,j,j,NA,detected,,,496526.717,5649992.86,detected,,496526.717,5649992.86,,,999
534,126,6,2,a,Neuenhof,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,585160.5347,5650281.178,detected,,585160.5347,5650281.178,,,999
259,112,35,23,dr,Sallmannshausen,Eisenach,Th<fc>ringen,j,NA,NA,NA,NA,detected,,,577485.1295,5650549.8,detected,,577485.1295,5650549.8,,,999
253,112,34,21,cl,Braunhausen,Rotenburg,Hessen-Nassau,j,j,j,j,NA,detected,,,558263.9032,5650553.372,detected,,558263.9032,5650553.372,,,999
247,112,32,22,al,Rengshausen,Rotenburg,Hessen-Nassau,j,j,j,j,NA,detected,,,537633.8424,5650651.27,detected,,537633.8424,5650651.27,,,999
87,111,32,20,c,Battenfeld,Frankenberg,Hessen-Nassau,j,j,j,j,NA,detected,,,476173.6655,5652103.875,detected,,476173.6655,5652103.875,,,999
250,112,33,18,dr,Schwarzenhasel,Rotenburg,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,554069.9134,5652353.982,detected,,554069.9134,5652353.982,,,999
242,112,31,17,ac,Kasdorf,Fritzlar-Homberg,Hessen-Nassau,j,j,j,j,NA,detected,,,413277.2588,5562264.102,detected,,525885.11,5652457.49,false detected,found,999
100,111,36,18,ar,Nassenerfurth,Fritzlar-Homberg,Hessen-Nassau,j,j,j,NA,NA,detected,,,518136.2873,5652581.205,detected,,518136.2873,5652581.205,,,999
263,112,36,19,c,Madelungen,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,590384.1675,5652605.577,detected,,590384.1675,5652605.577,,,999
86,111,32,18,ad,Dodenau,Frankenberg,Hessen-Nassau,j,j,j,j,NA,detected,,,471483.9965,5652605.806,detected,,471483.9965,5652605.806,,,999
91,111,34,16,ar,Willersdorf,Frankenberg,Hessen-Nassau,NA,j,j,j,NA,detected,,,489585.7987,5652804.528,detected,,489585.7987,5652804.528,,,999
246,112,32,19,b,Oberellenbach,Rotenburg,Hessen-Nassau,j,j,j,j,NA,detected,,,544638.0807,5652875.593,detected,,544638.0807,5652875.593,,,999
92,111,34,18,br,Halgehausen,Frankenberg,Hessen-Nassau,j,j,j,j,NA,not detected,Halgehausen,Haina,99999,99999,not detected,NANA,495781.3,5653084.47,f,,999
97,111,35,16,bo,Battenhausen,Frankenberg,Hessen-Nassau,j,j,j,j,NA,detected,,,502047.591,5653261.5,detected,,502047.591,5653261.5,,,999
258,112,35,19,al,Nesselr<f6>den,Eschwege,Hessen-Nassau,NA,NA,NA,j,NA,detected,,,999,999,not an unique name,prev. not unique,577857.8968,5653291.531,found,,999
243,112,31,19,bo,Welferode,Fritzlar-Homberg,Hessen-Nassau,j,j,j,NA,NA,detected,,,532655.7054,5653442.121,detected,,532655.7054,5653442.121,,,999
96,111,35,15,cr,Oberurff-Schiffelborn,Fritzlar-Homberg,Hessen-Nassau,j,j,j,j,NA,not detected,Oberurff,,511358.8196,5653774,detected,,511358.8196,5653774,,,999
262,112,36,11,cr,Willershausen,Eschwege,Hessen-Nassau,NA,j,j,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,582733.52,5654537.57,corrupted,found,999
252,112,34,12,dl,M<f6>nchhosbach,Rotenburg,Hessen-Nassau,NA,NA,j,j,NA,detected,,,562986.4242,5654590.326,detected,,562986.4242,5654590.326,,,999
245,112,32,15,au,Niederellenbach,Rotenburg,Hessen-Nassau,j,j,j,j,NA,detected,,,545835.6402,5654654.34,detected,,545835.6402,5654654.34,,,999
257,112,35,13,ar,Holzhausen,Eschwege,Hessen-Nassau,NA,j,j,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,576255.0688,5654958.243,found,,999
89,111,33,13,a,R<f6>ddenau,Frankenberg,Hessen-Nassau,j,j,j,j,NA,detected,,,482650.6246,5655091.748,detected,,482650.6246,5655091.748,,,999
256,112,35,11,ab,Ulfen,Rotenburg,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,571084.8006,5655140.31,detected,,571084.8006,5655140.31,,,999
95,111,35,8,cr,Bergfreiheit,der Eder,Hessen-Nassau,j,j,NA,NA,NA,detected,,,506855.4291,5655222.844,detected,,506855.4291,5655222.844,,,999
249,112,33,6,cl,Heinebach,Melsungen,Hessen-Nassau,j,j,j,j,NA,detected,,,546558.4254,5655361.441,detected,,546558.4254,5655361.441,,,999
94,111,35,7,dl,Armsfeld,der Eder,Hessen-Nassau,j,j,j,NA,NA,detected,,,504464.8052,5655609.441,detected,,504464.8052,5655609.441,,,999
88,111,33,9,b,Frankenberg,Frankenberg,Hessen-Nassau,j,j,j,j,NA,not detected,Frankenberg,Eder,99999,99999,not detected,NANA,486289.65,5656194.75,f,,999
261,112,36,8,c,Creuzburg,Eisenach,Th<fc>ringen,NA,NA,NA,j,NA,detected,,,587309.5877,5656434.684,detected,,587309.5877,5656434.684,,,999
98,111,36,2,c,Kerstenhausen,Fritzlar-Homberg,Hessen-Nassau,NA,NA,j,j,NA,detected,,,515121.7504,5656964.12,detected,,515121.7504,5656964.12,,,999
244,112,32,8,br,Neumorschen,Melsungen,Hessen-Nassau,j,j,j,j,NA,detected,,,542667.6621,5657073.844,detected,,542667.6621,5657073.844,,,999
241,112,31,2,c,Hebel,Fritzlar-Homberg,Hessen-Nassau,j,j,j,j,NA,detected,,,526828.2008,5657534.368,detected,,526828.2008,5657534.368,,,999
254,112,35,1,cl,Breitau,Rotenburg,Hessen-Nassau,NA,NA,NA,j,NA,detected,,,570046.8782,5657739.841,detected,,570046.8782,5657739.841,,,999
248,112,33,4,cl,Dankerode,Rotenburg,Hessen-Nassau,j,j,j,j,NA,detected,,,554588.0099,5657753.351,detected,,554588.0099,5657753.351,,,999
90,111,34,1,do,Geismar,Frankenberg,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,490114.5736,5657930.043,found,,999
260,112,36,6,ao,Ifta,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,582300.5344,5657976.337,detected,,582300.5344,5657976.337,,,999
255,112,35,4,bu,L<fc>derbach,Eschwege,Hessen-Nassau,j,j,j,j,NA,detected,,,579424.9506,5658576.391,detected,,579424.9506,5658576.391,,,999
99,111,36,3,b,Grossenenglis,Fritzlar-Homberg,Hessen-Nassau,NA,NA,NA,j,NA,not detected,Gro<df>enenglis,,519298.9036,5658635.024,detected,,519298.9036,5658635.024,,,999
251,112,34,1,bo,Diemerode,Rotenburg,Hessen-Nassau,j,j,j,j,NA,detected,,,559668.4465,5658955.135,detected,,559668.4465,5658955.135,,,999
80,111,29,23,dr,Odershausen,der Eder,Hessen-Nassau,j,j,j,j,NA,detected,,,507550.1106,5659516.336,detected,,507550.1106,5659516.336,,,999
232,112,29,22,cu,Grandenborn,Eschwege,Hessen-Nassau,NA,j,NA,NA,NA,detected,,,572670.7882,5659522.333,detected,,572670.7882,5659522.333,,,999
228,112,27,21,dr,Metzebach,Melsungen,Hessen-Nassau,j,j,j,j,NA,detected,,,549153.7808,5659611.601,detected,,549153.7808,5659611.601,,,999
85,111,30,24,bu,Udenborn,Fritzlar-Homberg,Hessen-Nassau,j,j,NA,NA,NA,not detected,Adenborn,,521156.4028,5660065.757,detected,,521156.4028,5660065.757,,,999
224,112,26,22,al,Malsfeld,Melsungen,Hessen-Nassau,j,j,j,j,NA,not detected,Malsfeld,Schwalm-Eder,99999,99999,not detected,NANA,537669.59,5660139.47,f,,999
240,112,30,23,c,Scherbda,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,587313.4085,5660350.096,detected,,587313.4085,5660350.096,,,999
79,111,29,21,ab,H<fc>ddingen,der Eder,Hessen-Nassau,j,j,j,NA,NA,detected,,,501365.4934,5660456.238,detected,,501365.4934,5660456.238,,,999
69,111,27,21,al,Somplar,Frankenberg,Hessen-Nassau,j,j,j,j,NA,detected,,,476654.2464,5660653.483,detected,,476654.2464,5660653.483,,,999
70,111,27,23,ab,Hommershausen,Frankenberg,Hessen-Nassau,j,j,j,j,NA,detected,,,483145.8653,5660772.742,detected,,483145.8653,5660772.742,,,999
239,112,30,23,br,Frankenroda,Eisenach,Th<fc>ringen,j,j,j,j,NA,detected,,,589274.2876,5661195.676,detected,,589274.2876,5661195.676,,,999
73,111,28,20,au,Frebershausen,der Eder,Hessen-Nassau,j,j,NA,j,NA,detected,,,498746.931,5662035.331,detected,,498746.931,5662035.331,,,999
238,112,30,17,cr,Schnellmannshausen,M<fc>hlhausen,Pr. Sachsen,j,j,j,j,NA,detected,,,585379.9477,5662041.796,detected,,585379.9477,5662041.796,,,999
77,111,29,12,cd,Albertshausen,der Eder,Hessen-Nassau,j,j,j,j,NA,detected,,,503842.8216,5662559.279,detected,,503842.8216,5662559.279,,,999
227,112,27,20,a,Schemmern,Eschwege,Hessen-Nassau,j,j,j,j,NA,detected,,,557504.0266,5662689.689,detected,,557504.0266,5662689.689,,,999
223,112,26,15,c,Elbersdorf,Melsungen,Hessen-Nassau,j,j,NA,NA,NA,detected,,,544944.3283,5662798.366,detected,,544944.3283,5662798.366,,,999
78,111,29,14,c,Bad Wildungen,der Eder,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,508706.6172,5663143.475,"found (two entries in Wenker but with same location, differ only in “org_name”)",,999
220,112,25,12,ad,Lohre,Melsungen,Hessen-Nassau,NA,j,j,NA,NA,detected,,,527182,5663519.218,detected,,527182,5663519.218,,,999
230,112,29,11,d,Datterode,Eschwege,Hessen-Nassau,NA,NA,j,j,NA,detected,,,571619.7614,5663567.287,detected,,571619.7614,5663567.287,,,999
237,112,30,13,du,Falken,M<fc>hlhausen,Pr. Sachsen,j,j,j,j,NA,detected,,,588671.0446,5663688.007,detected,,588671.0446,5663688.007,,,999
83,111,30,11,br,Mandern,der Eder,Hessen-Nassau,j,j,j,NA,NA,detected,,,514045.0368,5663789.143,detected,,514045.0368,5663789.143,,,999
68,111,27,14,a,Sachsenberg,des Eisenbergs,Hessen-Nassau,j,j,j,j,NA,detected,,,485297.1812,5663802.1,detected,,485297.1812,5663802.1,,,999
84,111,30,15,a,Oberm<f6>llrich,Fritzlar-Homberg,Hessen-Nassau,NA,j,NA,NA,NA,detected,,,522140.3513,5664140.085,detected,,522140.3513,5664140.085,,,999
76,111,29,11,ar,Gellershausen,der Eder,Hessen-Nassau,j,j,NA,NA,NA,detected,,,501007.6421,5664148.192,detected,,501007.6421,5664148.192,,,999
221,112,25,13,br,Gensungen,Melsungen,Hessen-Nassau,NA,j,j,j,NA,detected,,,530621.5237,5664161.291,detected,,530621.5237,5664161.291,,,999
72,111,28,11,bo,Ederbringhausen,Frankenberg,Hessen-Nassau,j,j,j,j,NA,detected,,,490630.431,5664212.221,detected,,490630.431,5664212.221,,,999
67,111,27,12,a,Neukirchen,des Eisenbergs,Hessen-Nassau,j,j,NA,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,480267.2389,5664241.504,found,,999
231,112,29,14,au,Wei<df>enborn,Eschwege,Hessen-Nassau,j,j,j,j,NA,not detected,Wei<df>enborn,Werra-Mei<df>ner,99999,99999,not detected,NANA,578084.85,5664323.99,f,,999
229,112,28,14,br,Hoheneiche,Eschwege,Hessen-Nassau,j,j,j,j,NA,detected,,,568162.3898,5664576.985,detected,,568162.3898,5664576.985,,,999
226,112,27,8,cr,Weidelbach,Melsungen,Hessen-Nassau,j,NA,NA,NA,NA,multiple entires detected,,,999,999,multiple entires detected,,552543.8662,5665116.826,found,,999
225,112,27,7,do,Vockerode-Dinkelberg,Melsungen,Hessen-Nassau,NA,j,NA,NA,NA,detected,,,550356.9516,5665506.466,detected,,550356.9516,5665506.466,,,999
235,112,30,6,c,Gro<df>burschla,M<fc>hlhausen,Pr. Sachsen,j,j,j,j,NA,not detected,Gro<df>burschla,Treffurt,99999,99999,not detected,NANA,582003.77,5665679.15,f,,999
236,112,30,7,dr,Treffurt,M<fc>hlhausen,Pr. Sachsen,j,j,j,NA,NA,detected,,,586271.1531,5665693.92,detected,,586271.1531,5665693.92,,,999
75,111,29,9,br,Anraff,der Eder,Hessen-Nassau,j,j,j,j,NA,detected,,,509954.3858,5665747.971,detected,,509954.3858,5665747.971,,,999
82,111,30,6,a,Wellen,der Eder,Hessen-Nassau,j,j,j,j,NA,detected,,,512353.3363,5665942.221,detected,,512353.3363,5665942.221,,,999
66,111,27,1,du,Dreislar,Brilon,Westfalen,j,j,j,j,NA,detected,,,478191.4799,5666485.16,detected,,478191.4799,5666485.16,,,999
222,112,26,2,ac,R<f6>hrenfurth,Melsungen,Hessen-Nassau,j,j,j,j,NA,detected,,,538359.4402,5667215.83,detected,,538359.4402,5667215.83,,,999
71,111,28,2,co,Buchenberg,Frankenberg,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,491027.814,5667380.907,detected,,491027.814,5667380.907,,,999
81,111,30,3,b,Haddamar,Fritzlar-Homberg,Hessen-Nassau,j,j,j,j,NA,detected,,,518537.4548,5667773.469,detected,,518537.4548,5667773.469,,,999
74,111,29,3,bo,Mehlen,der Eder,Hessen-Nassau,j,j,j,j,NA,detected,,,507348.7474,5668101.177,detected,,507348.7474,5668101.177,,,999
219,112,25,2,ao,Maden,Fritzlar-Homberg,Hessen-Nassau,j,j,j,NA,NA,detected,,,526276.1708,5668218.655,detected,,526276.1708,5668218.655,,,999
233,112,30,3,a,Wendehausen,M<fc>hlhausen,Pr. Sachsen,j,NA,NA,NA,NA,detected,,,587349.9286,5668515.187,detected,,587349.9286,5668515.187,,,999
60,111,23,24,du,Bergheim,der Eder,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,509515.5512,5668516.197,found,,999
51,111,21,25,cr,F<fc>rstenberg,des Eisenbergs,Hessen-Nassau,j,j,j,j,NA,detected,,,488212.184,5668520.903,detected,,488212.184,5668520.903,,,999
59,111,23,23,cu,Affoldern,der Eder,Hessen-Nassau,j,j,j,NA,NA,detected,,,505635.1475,5668577.205,detected,,505635.1475,5668577.205,,,999
65,111,24,24,dl,Wehren,Fritzlar-Homberg,Hessen-Nassau,j,j,j,NA,NA,detected,,,520631.893,5668615.507,detected,,520631.893,5668615.507,,,999
50,111,21,24,dl,Rhadern,des Eisenbergs,Hessen-Nassau,j,j,j,j,NA,detected,,,485681.696,5668694.138,detected,,485681.696,5668694.138,,,999
49,111,21,21,cl,Medelon,Brilon,Westfalen,j,j,j,NA,NA,detected,,,476886.5828,5668726.15,detected,,476886.5828,5668726.15,,,999
55,111,22,25,cr,Bringhausen,der Eder,Hessen-Nassau,j,j,j,j,NA,detected,,,499832.2131,5668852.137,detected,,499832.2131,5668852.137,,,999
234,112,30,5,ao,Heyerode,M<fc>hlhausen,Pr. Sachsen,j,j,j,j,NA,detected,,,592377.1304,5669003.484,detected,,592377.1304,5669003.484,,,999
205,112,21,25,a,K<fc>chen,Witzenhausen,Hessen-Nassau,j,j,j,j,NA,detected,,,557130.8483,5669814.602,detected,,557130.8483,5669814.602,,,999
64,111,24,23,bo,Lohne,Fritzlar-Homberg,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,518613.9574,5669819.977,detected,,518613.9574,5669819.977,,,999
198,112,19,19,cu,Wolfershausen,Melsungen,Hessen-Nassau,NA,j,j,NA,NA,detected,,,531019.7492,5670068.929,detected,,531019.7492,5670068.929,,,999
218,112,24,24,au,Diedorf,M<fc>hlhausen,Pr. Sachsen,j,NA,NA,NA,NA,detected,,,589607.5035,5670211.427,detected,,589607.5035,5670211.427,,,999
202,112,20,22,a,Empfershausen,Melsungen,Hessen-Nassau,j,j,j,j,NA,not detected,Empfershausen,K<f6>rle,99999,99999,not detected,NANA,538265.6,5670239.1,f,,999
213,112,23,24,ar,Aue,Eschwege,Hessen-Nassau,j,j,j,j,NA,detected,,,578705.9987,5670299.889,detected,,578705.9987,5670299.889,,,999
199,112,19,19,d,Ellenberg,Melsungen,Hessen-Nassau,NA,j,j,j,NA,detected,,,532548.2062,5670434.256,detected,,532548.2062,5670434.256,,,999
208,112,22,20,c,Eltmannshausen,Eschwege,Hessen-Nassau,NA,j,j,j,NA,detected,,,569163.3439,5670807.719,detected,,569163.3439,5670807.719,,,999
204,112,21,17,bl,Hessisch Lichtenau,Witzenhausen,Hessen-Nassau,j,j,j,j,NA,detected,,,550239.6708,5671777.887,detected,,550239.6708,5671777.887,,,999
48,111,21,17,ao,Medebach,Brilon,Westfalen,j,j,j,NA,NA,detected,,,479367.3429,5671907.289,detected,,479367.3429,5671907.289,,,999
207,112,22,17,br,Germerode,Eschwege,Hessen-Nassau,j,j,NA,NA,NA,detected,,,563310.9004,5672089.184,detected,,563310.9004,5672089.184,,,999
47,111,21,14,d,Goddelsheim,des Eisenbergs,Hessen-Nassau,j,j,j,NA,NA,detected,,,486557.7022,5672161.461,detected,,486557.7022,5672161.461,,,999
63,111,24,15,cr,Metze,Fritzlar-Homberg,Hessen-Nassau,j,j,NA,NA,NA,detected,,,523117.0758,5672574.005,detected,,523117.0758,5672574.005,,,999
54,111,22,14,al,V<f6>hl,Frankenberg,Hessen-Nassau,j,j,NA,NA,NA,detected,,,496087.9538,5672768.125,detected,,496087.9538,5672768.125,,,999
58,111,23,12,bu,Waldeck,der Eder,Hessen-Nassau,j,j,j,j,NA,detected,,,504296.1998,5672846.277,detected,,504296.1998,5672846.277,,,999
216,112,24,12,cu,Hildebrandshausen,M<fc>hlhausen,Pr. Sachsen,j,j,j,j,NA,detected,,,584751.9736,5672943.25,detected,,584751.9736,5672943.25,,,999
53,111,22,13,al,Marienhagen,Frankenberg,Hessen-Nassau,j,j,j,j,NA,detected,,,493797.2308,5673281.937,detected,,493797.2308,5673281.937,,,999
62,111,24,7,cl,Altendorf,Wolfhagen,Hessen-Nassau,j,j,j,j,NA,detected,,,514108.3086,5673875.858,detected,,514108.3086,5673875.858,,,999
217,112,24,15,ar,Eigenrieden,M<fc>hlhausen,Pr. Sachsen,j,j,j,NA,NA,detected,,,592543.236,5674145.625,detected,,592543.236,5674145.625,,,999
212,112,23,15,ar,Bebendorf,Heiligenstadt,Pr. Sachsen,j,NA,NA,NA,NA,detected,,,580741.6974,5674224.521,detected,,580741.6974,5674224.521,,,999
196,112,19,7,dl,Besse,Fritzlar-Homberg,Hessen-Nassau,j,j,j,j,NA,detected,,,526942.9309,5674405.38,detected,,526942.9309,5674405.38,,,999
206,112,22,9,d,Wellingerode,Eschwege,Hessen-Nassau,j,j,j,NA,NA,detected,,,567518.6902,5674678.668,detected,,567518.6902,5674678.668,,,999
57,111,23,8,ad,Netze,der Eder,Hessen-Nassau,j,j,j,j,NA,detected,,,506661.8804,5674750.459,detected,,506661.8804,5674750.459,,,999
197,112,19,10,a,D<f6>rnhagen,Kassel,Hessen-Nassau,NA,NA,j,j,NA,detected,,,534606.1452,5675163.085,detected,,534606.1452,5675163.085,,,999
201,112,20,10,ab,Eschenstruth,Kassel,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,546356.5852,5675400.363,detected,,546356.5852,5675400.363,,,999
215,112,24,9,do,Struth,M<fc>hlhausen,Pr. Sachsen,j,j,j,j,NA,not detected,Struth,Rodeberg,99999,99999,not detected,NANA,590959.9,5675423.83,f,,999
52,111,22,1,du,Nieder-Ense,des Eisenbergs,Hessen-Nassau,j,j,j,j,NA,not detected,Nieder Ense,,490344.2111,5675733.853,detected,,490344.2111,5675733.853,,,999
210,112,23,8,a,Kella,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,,575443.9557,5675812.344,detected,,575443.9557,5675812.344,,,999
211,112,23,9,br,Gro<df>t<f6>pfer,Heiligenstadt,Pr. Sachsen,j,j,NA,NA,NA,not detected,Gro<df>t<f6>pfer,Eichsfeld,99999,99999,not detected,NANA,580071.63,5675812.75,f,,999
203,112,21,8,bo,Rommerode,Witzenhausen,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,553557.5272,5675937.588,detected,,553557.5272,5675937.588,,,999
46,111,21,3,dr,Eppe,des Eisenbergs,Hessen-Nassau,j,j,j,j,NA,detected,,,484005.6706,5676038.842,detected,,484005.6706,5676038.842,,,999
200,112,20,3,cl,Wellerode,Kassel,Hessen-Nassau,j,j,j,j,NA,detected,,,539706.154,5676656.913,detected,,539706.154,5676656.913,,,999
56,111,23,1,a,Sachsenhausen,der Eder,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,500390.8801,5677025.919,found,,999
214,112,24,3,c,Effelder,M<fc>hlhausen,Pr. Sachsen,j,NA,NA,NA,NA,detected,,,587028.3897,5677163.735,detected,,587028.3897,5677163.735,,,999
209,112,23,2,bu,Hitzelrode,Eschwege,Hessen-Nassau,j,j,j,NA,NA,detected,,,573698.7515,5677221.809,detected,,573698.7515,5677221.809,,,999
45,111,21,2,ao,Oberschledorn,Brilon,Westfalen,j,j,j,j,NA,detected,,,480129.2033,5677386.91,detected,,480129.2033,5677386.91,,,999
61,111,24,1,al,Naumburg,Wolfhagen,Hessen-Nassau,j,j,j,j,NA,detected,,,511578.5382,5677606.141,detected,,511578.5382,5677606.141,,,999
190,112,17,23,du,Pfaffschwende,Heiligenstadt,Pr. Sachsen,j,NA,j,j,NA,detected,,,576556.3188,5678020.028,detected,,576556.3188,5678020.028,,,999
1277,111,14,25,c,Titmaringhausen,Brilon,Westfalen,j,j,j,j,NA,not detected,Titmaringhausen,Medebach,99999,99999,not detected,NANA,475795.45,5678062.26,f,,999
